text,sentiment
"@gina_pina_14  Not good!!He wouldnt like his girl flirting with his colleagues,would he?",-1
"is upset, I left my phone at home again",-1
Is Bored at Home,-1
Dimples was in the preview... are they not on today?  It hasn't aired here yet... via http://twib.es/CPF,0
"@dmolsen Gain an instant follower, just use the #tits tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag.",0
@DinoB937 ask mark if he still has that old blink sense of humor!! i miss it,-1
PIRATE VOICE:AAARRRGGGHHH!!! I 4GOT MY DAMN WALLET AT WORK SHERMK!!! DAMMIT!!! SO CLOSE YET SO FAR!!! NOW IM STARVING!!!,-1
going out on thursdays is a terrible idea. i knew there was a reason i haven't done it all quarter. *pops advil*,-1
@aka55 Hope you mom is okay,1
@fluBALLOW can i have itL,0
@xXScarletBXx I think that may look a little silly -.- Also my camera is broken so no photo,-1
@_supernatural_ http://twitpic.com/66l83 - i liked old ruby best.,1
Confuzzled,0
"@alexalgebra Unfortunately, that's how it usually goes.  In answer to yesterday...I'm okay. Things may be looking up. Miss talking to you.",-1
@hillaryohara because I couldn't get the money to mikey in time.  trust me. It makes me sad too.,-1
"really cant be bothered going to work tonigh, its too nice to be stuck inside",1
@idlemichael I will watch that at some point. Have it on hd but Stace also wants to see it in hd so waiting,0
at work  closing files,0
@moniqhar heeeeey! You abandoned me here on Twitter momma dots?,0
@sallyinnorfolk I have to spend lots of  our money on a new boiler...great!!! Not so lucky hey,0
Sweat is just not cute.  Unfortunately I haven't figured out how to work out without sweating. BOO.,-1
"Im starting to rethink my &quot;I cant stand cold places&quot; stance..this heat, humidity is unbearable &amp; i cant stand the ac no more  #meltingaway",-1
i am up - dont want to be though  wish i had slept in more heather woke me up. i've got to work later but first i will read some twilight!,-1
Back to work!,0
@althearicardo: 3 hrs to go pa ako,0
"Something is totally eating up my broc, cab and beans   Insecticidal soap just isn't getting rid of the pests but I don't want chemicals",-1
"Stuck in an office, red hot",-1
Field day is sad. No ribbons for me.,-1
being upset,0
@PortlandUK  Hope you don't get let down again.,1
My baby is going to her first sleepover tonight   I'm gonna need a lot of wine to get me through today,0
@lindseygbaker yeah ill be on verizon... so those are my two options right now...,0
Found out I have to go to the US again in August. Getting tired of transatlantic flights. Not good for my carbon footprint either,-1
@jasondjkim i knowwww.. i cant deal. this 9-5 life is not for me,-1
@kjNYC it's depressing,-1
@fluBALLOW mean,0
I am tres depressed,-1
@asheleybg That's actually not too far from the truth,0
Have $#@&amp;!!! Malware on my work PC!  I miss having an IT dept,-1
@MiaOMal i'm not partying tonight,0
.. so I can only recover 10 photos,0
I can't find @HRHBrianthecat  hope he didn't get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*,-1
"@bex_1210 holy crap, I need to see that! Too bad I gotta wait until tomorrow",0
work work work. my desk is a sea of papers and I am the dinghy being tossed about in its waves.,0
"@E_L_S How was the game? Unfortunately, teh Cavs lost  I'm sure you had fun though",0
At work... What a miserable day,-1
Yay for having a giant headache  stupid glasses.,-1
"waking now, so lazy and very worry ...",-1
What's with the mass exodus from work at half three?  It makes me sad,-1
Enjoyed last night at what I call &quot;real world social networking&quot; -  LOK event in Vancouver.  It was great!.  But headeache today,0
"@Boy_Kill_Boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana",-1
@rogiertje just checked my account I also paid twice,0
will sleep in a while. still mourning the adobo he cooked.  http://plurk.com/p/x12gf,-1
Really? 87 degrees as the high and I'm on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,-1
i think 90% of the irish population of manchester have come to my house today yet none of them are the 1 person i want to see,0
Finally finished exams &amp; home not watch Otalia &amp; the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP,0
"My Street Fighter IV skills are lacking, can't beat Seth on easy.",-1
is at home with a pukey boy! Poor little baby,-1
I did that once,0
@Jakeshears poor pooch...,-1
I think i need some new friends,0
"Poor DS is in bed with 100.8 fever - he won't be able to walk in Relay for Life tonight - feel so bad for him, he's so sad",-1
@jerseybites I get bit by ticks all the time  I eat a ton of garlic in the summer to keep them and mosquitoes away! boo &gt;:O,-1
I've burnt my collerbone and arms and face! aww!,1
"@anijade she was wonderful, did not get to meet her though",0
wants to be sunbathin!!,0
@1capplegate still sad about Samantha Who?,-1
"@MrsHoskins ooh I've got that DVD, never got around to watching it   Is it any good?",0
"Sold bikes faster than expected, and we are running out of sizes.    Luckily the single speeds are on the ocean now! ETA -  EO June.",0
a bird flew into window at my parents house and snapped his poor neck. gotta bury him,-1
today is a busy day. exhausting!,-1
gutted - the handbag I wanted has been sold!,-1
"We need to remodel the house and the thoughts of doing it make me kind of ill   He has one way and I have anouther, I just want to move. !",-1
@AB_recordings Alas no - this is all occuring in an office in central London...,0
"@jj1814 WOMAN, I didn't know you came home  you so suck!!! When are you going back!",-1
"Tati, I sent you an emal doll, did you get it?    @littletati",0
looking out window is depressing it is so beautiful out and I am in here,0
"worst, most depressing day, ever.  r.i.p",0
@Firstladydaboss wats wrong boo,-1
@antiheroine That sucks,-1
"@crazydaisyfire Well thats even worse cuz when it gets hurt everyone is in pain, but poor Stephen has a smushed twitter now!",-1
Need to buy a bluetooth device for machine,0
Ugh going to town. I can never rest!  wants to go to tylers but who knows when i will get back. (exausted),-1
It's a windy and rainy day,0
the puppy shall loose his um... manly parts today  poor guy....,-1
"@poppyscorner He steals my stuff, buries them under fence. Embarassing when it's the man returning them! Not much I can do about frogs.",-1
greeeeeeeeeeeat  this summer i have four classes...if you know me...u know why,1
"@jennyrae Wow, I really hope it gets better. Asthma sucks",0
TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.,1
Woke up to the sound of my neighbor getting a new roof,0
@ElizabethN I may be in the US for it in which case I'll attend but if its off my own back I can't afford to go,0
@chellemariee I have my 830 class  fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.,-1
"FML, i cant loose another friend",-1
"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea.",-1
@iskrin rubbish!,-1
might have to go back much earlier than expected. bye bye bay area,0
"@JerryAZ most definately! They are having a hard time, cuz I'm so young &amp; never saw this, but I wrkd hard making cars &amp; now I'm disabled",-1
"@autotunethenews i think there's something wrong with the video, it only loads the first 40-ish seconds",-1
@LaurenConrad    the hills is gunna be so different!! gl with your designing etc.,1
@illmindPRODUCER careful the cops dont mistake you and your kids for criminals - i hear there is some indiscrimate shooting going on,0
@AshMarie214 they tried to take me 2 jail sissy  apparently i have a warrant in agg town (yeah shocked the hell outta me 2)lmao yeah right,-1
Happy Friday! I just realized I left my cell phone at home today though,1
"I really fancy Baked Eggs, but I have no Spinach",1
@lilabiem hahaha well why would you smack ME for that?!  hahaha THE BIG BANGGG,-1
None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.,-1
"@kellykfog Totally unsurprised that Dave isn't coming back to 10@10. But Annalisa is wrong for it, opposite of big warm mellow Dave.",-1
@holliebarden me tooo,0
"@alanmcnamee nope no idea, I've registered, so far no response",0
"@AnotherJulia Wish I'd had the balls, but with my 2 kids with me and not knowing how illogical these ppl can be, didn't want to risk it",-1
@ahhchieee haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.,0
why doesnt he want me anymore,-1
"@MoosejawMadness You arent following me, so i cant send you a DM..",0
"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I'll be sad.",0
The toaster oven was my fault. Now I'm going to look like an idiot in front of my father.,-1
binstruct suffers from an update of the mib package... and the developer of that package is on holidays,-1
"@leodisBeanie it involves posting your thoughts and reading others mr.bean. You got a new number btw, had no txts back from you?",0
"@lowkeyriez nnnaaa uhhhh playah! shawty aint got nun, maybe it was ur phone or mines  but I wanted to hit me up when u left the studio",-1
@release30  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do,1
i'm really tired today!!,-1
"not enjoying this cold, raininy Boston day.  I think my new metal back doesn't like getting wet. ;-)",-1
Hoping I hear something soon about Krystles surgery,1
I tell him today! :S it's his last day,0
@Rob_Hammond Were on the way home from a night in London! Was lovely! Now working all weekend and Monday  when the weathers nice x,1
@lofigirl who what?  call me,0
working from home and ran out of coffee!,-1
@jessiemayumi Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml,-1
@poetprodigy7 It's not much better than instant.,0
@DonnieWahlberg I'm not feeling very inspired today...I was suppose to be @ the B'ham concert tonight!,-1
@PotterEntourage I hope your mom is ok?,1
@JonathanRKnight welcome back! I'm stuck in jury duty today.,0
Dï¿½a sin sol... grrrrrrr.... ï¿½why? ï¿½WHYYY????????,0
This weather is awful! I just want to curl up and read a book all day,-1
"@hookbill YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.",0
@MelzieC I saw the show listing and saw it was on a Wednesday!!!!,0
"@chelleis Whoa man, now THAT was a great one. I went to Heaven for 5 seconds. U know why lah but pls shhh. LOL. So sorry u weren't there!",0
@DJASAP who is @lil214....lili homie...LILI.... and i am black  75% to be exact lol,0
@natdcook NAT!!! I'm going to miss you so badly,-1
"@TomFelton Oh how cool!!!, ok so for your head just laydown and put ice on it, that should heep the swelling down, I feel really bad",-1
Some idiot just crashed into me on his bike.  Now my bike has a small dent in it and I have to buy a new set of pedals,-1
"@detroitduchess arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!",0
@TheRealScarab and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,-1
Hi there all! Can't stay to long have to go to work soon,0
No u guys! @jonathanrknight said California in an angry tweet to perez hilton! Jonathan was so upset he spelled California wrong,-1
Locked out of my fucking house!,0
is going to our cabin soon,0
@Sadandbeautiful That sucks about your prints. Sorry,-1
i ditched school ( i hate it ) and im taking a huge dump.......    it hurts REAL BAD!,1
"@ 102.7 KIIS-FM hey, I can't seems to get ryan's show online, what's not right then?",0
has the day open until 4. don't know what to do. everyone is leaving today,0
Watching Scrubs season 2. Oh I'm gonna miss that show,-1
So I passed out last night in the middle of 4th quarter. I didn't witness my Magic lose,-1
"@BrittyBoo_20 I hope he does it soon, and i know i hate fakes",0
"Just had my teeth checked, now my eyes. I'm dying for a coffee but can't drink for an hour.",-1
Not a happy bunny,-1
It's supposed to be even hotter today than yesterday.  Wearing shorts to work.,0
@kiddshow @deviantlysweet @causeimrossome still no shout out for Spider,0
Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  damn Microsoft...,-1
slaving away at work,-1
Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!,1
@TALENTEDGENIU5 and that prob wont happen....,0
"@janey79 she's in LA, wanting sun today... but apparently LA isn't cooperating",-1
on my way to work! working sucks big time,-1
@Doonytime I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!,1
"http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included",0
Hope ur all havin a nice Friday! Been feeling down this past week since my dog's passing...,0
"*sigh* my @ubank USB died on my this afternoon. R.I.P, you will be missed! I hadn't even had the chance to parade you around yet",-1
Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,-1
Well that exam rocked...one more to go - the one we've all been dreading! Bit of revision tonight before work tomorrow,0
Got approximately 3 hours of sleep last night....I love my life,1
.@daveharte ... and now I wish I hadn't,-1
I feel like... I'm not gonna make it this year,-1
i hate history coursework sooo much,-1
@JonathanRKnight i wish i  would in california.....i m so sad,-1
My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,-1
Watching French Open tennis - sad to see Venus make an early exit this morning!,-1
Wants to go sit in a park but should really be painting the bathroom,0
going to funeral today for friend and classmate who died in a car wreck last Friday,-1
whenever it rains it's so hard to get motivated,-1
is sad she got her plans cancled,-1
"just got a haircut, NOT happy!",-1
@GlasgowGooner Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took @street out LOL,0
Is there a cvs equivalent to &quot;git status&quot;?,0
is SO frustrated!!! I'm stuck at home without any transportation to the global god conference!!! Ahh,-1
TGIF... this &quot;short&quot; week has been wayyyyyy too long,-1
"@SWFLmoms We went not so long ago. I used to go when I was a little kid. Back then there were TONS of teeth. Now, not so many at all!",0
I wish yesterday was Friday,1
"@HansenBanana Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now XD",0
Worried about friend,-1
Woke up early! Still sick,-1
"is HOT. Just done some late spring cleaning! About to settle down with a book i can barely read, left my glasses at my mums",-1
Chirstina said shes gunna twitter more ...no more partners,0
"@_laertesgirl Ohh of course. She did stop once though, end of Dream. John Woodvine &amp; Zoe Thorne, only ones not signed my programme",0
":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of  ?",0
"@GregDigneo: Your mail server just rejected a simple, plain reply to you as potential spam/virus threat. Not Good",-1
Broke my carafe  went to Starbucks for my caffiene fix and the lights go out...just for a sec but are you kidding me..got to laugh. Ha!,0
Me + court =,0
Ok this is a lot more boring then I thought  and matt has me on lockdown bc of moolah...,-1
it's 8a and i'm already dressed  but we're on set today so let the real fun begin!!! lights! camera! action!,1
@HockeyGal78 yeah back to work  I get out at 3:30 so it's not that bad,1
@EmilyenFrance Oooo look who got a pic!  So much for swimming today,0
"@agrinavich This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",-1
iProcrastinate: This is by far my #1 character flaw. Gotta session at 11 and I don't want to emerge from my covers.,0
Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,-1
I wish I was in dallas with the kiddnation family,0
@GothLitChic It's too nice to be inside,1
@CEO_INTHEMAKING :aw,0
The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,-1
"gonna be in bed soon as Friday's over soon,   would like to plug in!!",0
going drinking tonight... drinking away the blues......,0
Good Morning. It's Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,1
"@youngstud07 I found it, I added it, but it's still blocked!",0
That damn money sign. Ugh.,0
bored well its not like any one can see this i havent got any friends,-1
Vacation over!!!  Looking forward to the next one........,1
(@zachflauaus) Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,-1
feels not good at all,-1
Last day for seniors bye bff,-1
Going To the dentist,0
I'm scared to set the pw on my BB bc I might forget it &amp; end up losing all my data. But yet I have financial info on it. Catch 22,-1
@DGNY I'm ready homie..actually ima be working,1
@8short_stack8 mady were did u go?  truck did u run away?,0
just spent all day putting up a trampoline but is now too tired to use it...  it is very cool though!!,0
jake thomas looks so precious :'( i hate when they say &quot;there it is i see the white light&quot; in every ghost whisperer show,0
@emily859 Glad to hear the weather's nice.  It's rained just about every day for the last five days.  Not fun for exploring,0
@Xanthetwirls I only saw urs by chance. Who else would have that name! Think I'll b missing 2nite too.  Thank god for YouTube.,1
"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc",-1
@maya_banks &quot;Something must be wrong. Only found 17 July Harl/Sil books I wanted,-1
@BrittanyHauff Jz local movie here. The title's virgin 2 :p actually i feel not so good. So tired n dizzy,-1
@shopbatty  you may have to email the tech support ppl. that's odd.,-1
Happy Sammy is going 2 here 2morrow!! But unfortunatly I'm not gone be able 2 go 2 the club he performing @,0
i hate my life big time its sooo poop gode i ould cry,0
"just woke up, its laura's last full day here  Last night we watched embarrassing home movies",-1
"@capitaln Um...no  We will most likely be inside a lot, maybe the skirt will work!",0
Charley horses in both legs all night. What the fuck?,-1
"Heading to the gym.  The group of guys that USED to go with me has all quit...well, except for Brandon.   Makes me terribly sad",-1
@VVbrown It just sucks that I'm stuck in an office  but I have you at Selfridges to look forward too.,-1
@jackiejewel ohh yeahh with the showcase he said his artist will be outta town  so keep me posted as to the next one,0
@tarynantoniou where are you going tonight?!,0
Nothing like yoga to clear the mind and make you realize how crappy things really are,0
@mhisham hahaha tempting! but nvm la. i'm quite a klutz.  i actually fare better with my hp cam LOL,1
my 21month daughter's seperation anxiety is intense. it's killing me. i cant leave her sight without her breaking into an anxiety attack,-1
Damnation. I just woke up.,0
@officialcharice Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,0
Going to meet the new family I'm babysitting for... Wish I was still sleeeeping,1
"I have myself barely 4 hrs of sleep and the Lord blessed me with what feels like 8, but it came with a sore throat  pumpin out this paper!",0
GAWD!. If only that dream actually happened last night....,0
@TheCavalry I'm at work,0
i hate feeling like this about him  i need a break away from everyone... as soon as exams are over i'm defo off to portsmouth for a bit,-1
did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4,1
last day working for Tend,0
"my ipod came back to me after visits to cali, china, and alaska...but its at home and im @ work...",0
is *ugh* what a miserable looking day. 54 degrees. Where did summer go?,-1
spent all morning watching Eddie Izzard's Glorious! SO funny... realli shud hav studied thou...,1
@beamatti Ayy.  Okayyy. It was nice seeing you kanina ! :&gt; I like your hair. :&gt;,1
"@vladalexa I have a Palm now. I would like an HTC HD, but it costs 3 times more than my phone",0
"Grrr, I can't even practice Trumpet or vocals because my glands in my neck hurt too much! Guitar it is then.",-1
"is abit happier at the thought that Ashleigh &amp; Loocie with be here soonish, but sad to miss her S-ane  ;)",0
"One load of washing put away, and another load on. Amazing how the house doesn't look any better for all my efforts",-1
I am never going to get these pictures taken,0
Just started raining in earnest... guess golf is off for today...,0
"I woke up with a sore throat  Work tonight. Grad practice in the morning, hanging with family, then GRADUATING FROM HIGH SCHOOL",-1
@katismonster OMG are u still naked 1313 XDD omg i miss you so muuch,-1
"i got all my hair cut off, it's almost above my ears",0
Its already hot outside...  thank goodness my car has amazing a.c!!! cyalater!!! off to work!!!,1
"pff, Life sucks sometimes!",-1
http://tinyurl.com/nqudrt - Hurt my finger at work,-1
@crazycori713 I don't think I'm going camping,-1
says ptour2 tom.  hello school again. shit! http://plurk.com/p/x15fh,-1
"Currently 52ï¿½ in Msla, not a cloud in the sky, no humidity, gonna get into the 80s today, and I'm...working.",-1
totally overstressed ... going to work now ... just want the college work to go away ... i don't wanna fail,-1
"@Jackobeanz I'm blue.  In other news, you will love tonight's DC!",1
"@SuFiSammy praying you get better soon you sweet one , sorry your still not well",1
"EVIL CREDIT CARD COMPANIES!!  God, and just when I was starting to *build* my credit again - I get this stupid 'ding' from them!",-1
"http://twitpic.com/61ov1 - @martinhiggins  i ahte stress, its supposed to be friday! it makes me wanna cry",-1
Gahh ! This weather sucksss !,-1
I really like how the weather widget on imac and iphone always predict different weather...not!,0
@lilabiem awww  don't do this to meee haha now you're gonna make me saddd,0
@ryanmtedder He is the truth! But what about Maxwell? You can't forget the future father of my children!,0
trying to win tickets! com'on dc101...,0
American trade journalists ask PRs 'how are you' almost 100% of the time; UK journalists? Erm...not so much   How come?,0
"My sunburn is peeling,",-1
It's sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!,-1
"@mrpandora I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",-1
@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a nigga woke up late... didnt get my breakfast (wakenbake),0
Ahhhh I think the rain is gonna begin shortly,0
@Chilosa09 Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there,1
"Muffins: Muffins are delicious, Muffins are neat, I have no more muffins to eat.",0
You know that 'rule' that says always point the knife away from you? Just  learned my lesson on that one! Straight through my finger!,-1
I think my cheap sunglasses are falling apart. Oh well,-1
"urgh, i really hate that medicine",-1
Wants somebody to cheer her up,1
I guess you didn't hear the grumbles when kindle came out with no cover. My purse +eink screen = shortcut to broken screen  @COOLERebook,0
getting bored of walking up and down the stairs,-1
@CrAppleton for sure....I still got 2 hrs till I will be home at the fridge  but then BEER BEER BEER lol,0
@Juicytots you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!,-1
"I'm officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return...",0
i should be &quot;bus stalking&quot; right now..i soo wish i were still meeting @jordanknight today,0
I CAME BACK THERE WAS A CAT OUT THERE,0
On the way home.,0
"NO! Keyboard Cat is/has been dead for YEARS! Play yourself off, Keyboard Cat.",0
'Wake Up Darling',0
@unloveablesteve Morrissey cancelled on me,-1
Woke up and watched Jon and Kate plus eight. I tried to pretend like they were still a normail family,0
We'll watch &amp; wait &amp; tomorrow I can take anyone who needs to the dr w/o having to take everyone else....N's cheeks &amp; ears red as my hair,0
@swingsandpretty tip 2 : at the very least make sure the bottle top is on securely and tightly...,0
im gonna fail this test miserably in history,-1
Back to reality... boo,-1
Really nervous about my animal rights presentation next period,-1
#asylm yay registered but lost all my friends,-1
Still sick at home,-1
All the people I talk to are GONE,0
Went to bed at 12:20 last night. Woke up around 10:45. Holy crap.  I need to get up EARLIER. Like 8. Wish I could get up at 6 every day.,0
I can't believe tour is almost over,0
@CajoleJuice Likewise. But I don't know anyone who uses gtalk and the likes so I'm not holding much hope,-1
@woodywoodford unfortunately I didn't leave the house in time,-1
@chaselisbon we tried to DM you but your not following us,-1
deck building buddy missing in action,0
My cat has been missing for 2 days. I am freaking out.,-1
"@actionscripter I tried to translate your tweet using google translation service, but it just spat it out back out at me",-1
Reading and taking notes but undertanding none of it  ... HELP!,-1
all my worms either escaped or died  bums!,0
Dam only 5 votes  not gonna win anything now,-1
real stressed,-1
@Dojie oooh lush. i cant sunbathe i burn way to easily even with sun cream  @sofisticat im great thanks lovely sunny day no?,1
My twitterberry wont work on my friends and me,0
@erinealberty that sucks!,-1
Oh man sold out  had to step away from my desk for 10 min! @theaskanison you were right,0
@maltpress sorry - didnt mean to   hope you can think positivly about being 80 and looking back on 30!,-1
I'm sick!  it sucks! IM me! ohbabayy33,-1
@luzy_artillero Hahaha. Sana someone's selling the full version of &quot;Coding Workshop Photo Recovery Wizard&quot; CD! Demo mode lang eh,0
Just Finished My English Final...Just One Step Closer To The End.,0
Inspection went fine ... they like the house woopee. Would just be nice if it had been this morning so I could have done stuffs today,1
@mimisaurusrex i know... I don't want to be left in our home by myself during the weekend...,-1
@ZomberellaMcFox not a fan,-1
"My leg broke, now I am waiting untile i can go again",-1
"@mockingbird_ I'm good thanks! Did you have a good drive? Careful with your blackberry, we don't want you getting screamed at",1
Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,1
@forgetmaine there's a 9 year waiting list to get an appointment.,0
My throat hurts so bad that i dont even want to swallow my own spit.       And i officially cant talk now....,-1
"@PMSexgeek ugh something is wrong, suddenly I feel extremely flushed and shaky and I broke out in a sweat. Idk what's wrong.",-1
@DrRonVonDoom i couldn't fucking sleep today either. it was hard for me to stay asleep for some reason,-1
Bummer... I missed Taylor Swift on the Today show!  Those were my only plans for the day!!!,-1
should not have waled past the Quad! I want to be outside having fun.,1
"@_Janet_ ouch, I hate it when favourite items of clothing get ruined.",-1
"@putitonmyvisa haha nice! I heard it's a sweet hotel. On another note, not a good game last night",0
"My storm is acting up  ....Excited for the discussion session regarding Social Media. Scott Lake, CEO of ThinkSM, will be attending.",-1
@principalspage Grrr. We don't finish until July 3rd.,-1
hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!,1
is thinking today will be a longg day!,0
"can't gauge the time of day in my office anymore... It's worse than a friggin' casino in here... no waitresses, smoking, or booze",-1
@chevale my internet is being a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!,-1
@HBSExecEd that was the class I was keen on. Guess I have to wait for next summer. bummer.,0
"14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders",1
"@blankdeluxe  no i havent got mine yet, did u get yours?",0
"Back in Glasgow, stuck in traffic on the M8",-1
"@Visadharah I'm still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job",-1
@BrittanyASnow omgsh i know  i'm dealing with that rite now. its no fun!,-1
Wave looks interesting. http://bit.ly/pvYYh  If we are going to live our lives so connected might as well be easy right? Google owns us.,1
Sooo tell me how I lost followerzzz,0
@ITTO88 @walls6 well its pouring here. Rly rly wet,-1
"@jessicamloring Haha! I can't a good vid of it on tubey,you thugh",1
@ispeed72 Could've said hi. We're off down south tho,0
@ Ahhhhh FML! Classic Crime is sold out!,0
@SeanLights Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I &lt;3 Your Hair!,0
my tummy hurts  i blame last night's chinese food.,-1
"@DsBabyGirl I know. I want it to come bec I'm excited, but then I don't bec it's gonna go by so fast &amp; then it will be over",1
"@RyanSeacrest Im feeling sad, not likeing my new haircut",-1
@RiceBunny cause my eyelids are not deep set.  thanks it would help me a lot.,1
@scorpio1641 I have no idea  I'm watching Rafa too. Running to the comp ever to often to check live score. he's 3-2 down in the third.,-1
@Keitakeita girl you stay inviting me but not doing a follow-up hahaha... no phone call to check up on me,-1
On our way to Disneyland... Without Retsi,0
@ELIZABETHANNN I'm sorryyyyyy  I'll be home as fast as possible where we meeting at?,-1
i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,0
another rainy day,0
@TheCubs Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball,0
Might have broken text messages.,-1
"@Wizardess I got a coupon, but I couldn't register it because you have to be in the US",-1
@happylovesChuck I know. But the second problem being: he doesn't REALLY exist still applies. Shame,-1
"spray tan = fail on legs and feet. I've been scrubbing them and feet look better, but they looked awful this morning  Everywhere else = ok",-1
"horrible dreams last night  also had one in which i was employed...sigh, if only.",0
One lactose pill is not enough for coffee....oopse,0
back to my office.  the fire alarm went off due to someone burnt food in microwave,-1
@SamWilson1 - sigh,0
"Sorry if I'm unsociable I'm loading up stock in the shop, mums making me",0
Traffic jams are rubbish. Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions,0
@yeahgiancarlo Can't  No money to spend.,0
Playing Monopoly Jr. with the lil one.. Cheating isn't as much fun when the other person has absolutely no idea,0
getting ready for work,0
Getting ready for week  Its too nice today to be stuck inside working!,1
I need some plugs. for real. my ears want to stretch. and I have no money,-1
@philleasfogg,0
trying to finish my ass-ignment.please god help me to finish it,-1
@MeanMillies boo,0
"thinking about having lunch soon, but we have no food in",0
I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout,1
is thinking about a career change,0
Men it's far too sunny,-1
"@energeticspace If I can run by then, I will join you...miss running",-1
"another gorgeous day here in Pau...will be home this time in 2 weeks though, such a depressing thought!",0
It's 11:05 and I'm already on my lunch break,0
Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away,-1
"nyc placements have started to come out, but it looks like upgrades might have to wait yet another two weeks for placements! dreadfully",-1
"Oh, my God..... The end of the first course))) don't believe in it) but, yeh, so many exams  La-la-la// everything is wonderful!!!!!!!!!!",1
"Drop the girl she's only got it for your heart she's sure to leave broke and bleeding, and you know she'll turn her back on you.  I lo ...",0
@billbathgate ....any  sorry wahh!! lub u toooo ;),0
@LuvinMeSomeD That's how it was for me in March...it came sooo slow..then it was over in a heartbeat,-1
Finally back from the stupid holiday ! Missing the fit bar men though,-1
need to go to work soonish but i really dont want to  also trying to save money... life is fab (not),0
"Moving office tomorrow after 3 years at this one, its a sad day",-1
Last time we'll get tacos like this.,0
@littlelaughalot nice! it's days like today I wish we had a garden,1
I may have to take a trip in to the loft to get the fans down...its like being in spain!! Except without a pool to cool down in  xxxxxxxx,0
@GavinHolt i wish i was outside,1
stayn @ home from school. sick. doc says I have bronchitis,-1
Going to see Star Trek (again) tomorrow night but this time in full IMAX glory!  I hope my motion sickness doesn't get the better of me!,0
Please vote for my husband Jorge at the All Star Game @ http://bit.ly/TGxzu! I can't vote anymore,0
"ooh@LuLu_Bell whatchu goin as? Monsterpalooza's this weekend for us.  on the no Ink, i won't be a stressed contestant this year! Miss U X0",0
@bimbler I have too much work to drink now.   but I do love afternoons in the pub.,0
i got ill and tomorrow iï¿½ve got birthday...,0
